"CountryArea","Year","Item","Value"
"India","1983","Gross Domestic Product (GDP)","219555486144.165"
"India","1982","Final consumption expenditure","170906238665.794"
"India","1982","Household consumption expenditure (including Non-profit institutions serving households)","149768467016.499"
"India","1982","General government final consumption expenditure","21137771649.2958"
"India","1982","Gross capital formation","49915020938.6847"
"India","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","43171626924.5634"
"India","1982","Changes in inventories","6743394014.12138"
"India","1982","Exports of goods and services","12234592288.5864"
"India","1982","Imports of goods and services","16700879135.9905"
"India","1982","Gross Domestic Product (GDP)","201227950437.117"
"India","1981","Final consumption expenditure","167920247109.785"
"India","1981","Household consumption expenditure (including Non-profit institutions serving households)","148522704095.354"
"India","1981","General government final consumption expenditure","19397543014.4313"
"India","1981","Gross capital formation","51582383593.1106"
"India","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","41457689417.9174"
"India","1981","Changes in inventories","10124694175.1931"
"India","1981","Exports of goods and services","11850066166.3032"
"India","1981","Imports of goods and services","17163051542.9987"
"India","1981","Gross Domestic Product (GDP)","197078023967.704"
"India","1980","Final consumption expenditure","160591832254.937"
"India","1980","Household consumption expenditure (including Non-profit institutions serving households)","142390799858.857"
"India","1980","General government final consumption expenditure","18201032396.0803"
"India","1980","Gross capital formation","42585802054.3548"
"India","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","38135833407.375"
"India","1980","Changes in inventories","4449968646.9798"
"India","1980","Exports of goods and services","11487909365.8038"
"India","1980","Imports of goods and services","17351559504.069"
"India","1980","Gross Domestic Product (GDP)","184760509615.15"
"India","1979","Final consumption expenditure","128284874316.186"
"India","1979","Household consumption expenditure (including Non-profit institutions serving households)","113444199067.205"
"India","1979","General government final consumption expenditure","14840675248.9819"
"India","1979","Gross capital formation","37865612811.7532"
"India","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","29923739876.672"
"India","1979","Changes in inventories","7941872935.08124"
"India","1979","Exports of goods and services","10268026350.888"
"India","1979","Imports of goods and services","12465515262.5374"
"India","1979","Gross Domestic Product (GDP)","150316710786.489"
"India","1978","Final consumption expenditure","116815127400.407"
"India","1978","Household consumption expenditure (including Non-profit institutions serving households)","103966349239.179"
"India","1978","General government final consumption expenditure","12848778161.228"
"India","1978","Gross capital formation","33351264407.9817"
"India","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","26292669757.9265"
"India","1978","Changes in inventories","7058594650.05516"
"India","1978","Exports of goods and services","8688143417.42506"
"India","1978","Imports of goods and services","9091960660.68972"
"India","1978","Gross Domestic Product (GDP)","135833064571.532"
"India","1977","Final consumption expenditure","100450103173.496"
"India","1977","Household consumption expenditure (including Non-profit institutions serving households)","89601624765.4007"
"India","1977","General government final consumption expenditure","10848478408.095"
"India","1977","Gross capital formation","25610810273.8358"
"India","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","22486737996.1786"
"India","1977","Changes in inventories","3124072277.65724"
"India","1977","Exports of goods and services","7601756813.31927"
"India","1977","Imports of goods and services","7483756083.01896"
"India","1977","Gross Domestic Product (GDP)","117421467962.628"
"India","1976","Final consumption expenditure","86119905836.0304"
"India","1976","Household consumption expenditure (including Non-profit institutions serving households)","76102755148.0628"
"India","1976","General government final consumption expenditure","10017150687.9676"
"India","1976","Gross capital formation","23346835100.731"
"India","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","19489817563.2993"
"India","1976","Changes in inventories","3857017537.43168"
"India","1976","Exports of goods and services","6854190772.28812"
"India","1976","Imports of goods and services","6287195622.27077"
"India","1976","Gross Domestic Product (GDP)","101195904301.927"
"India","1975","Final consumption expenditure","88031462567.828"
"India","1975","Household consumption expenditure (including Non-profit institutions serving households)","78431797842.363"
"India","1975","General government final consumption expenditure","9599664725.34564"
"India","1975","Gross capital formation","23051204826.5121"
"India","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","18161775093.6882"
"India","1975","Changes in inventories","4889429732.70449"
"India","1975","Exports of goods and services","5747528341.62093"
"India","1975","Imports of goods and services","6785857852.96482"
"India","1975","Gross Domestic Product (GDP)","100437087060.025"
"India","1974","Final consumption expenditure","87679671860.936"
"India","1974","Household consumption expenditure (including Non-profit institutions serving households)","79385934967.0754"
"India","1974","General government final consumption expenditure","8293736893.86054"
"India","1974","Gross capital formation","21026626049.3591"
"India","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","15498845637.8792"
"India","1974","Changes in inventories","5527780411.35651"
"India","1974","Exports of goods and services","4735664937.66361"
"India","1974","Imports of goods and services","5919412972.22304"
"India","1974","Gross Domestic Product (GDP)","96552087734.4396"
"India","1973","Final consumption expenditure","75837113939.2742"
"India","1973","Household consumption expenditure (including Non-profit institutions serving households)","68631756092.0884"
"India","1973","General government final consumption expenditure","7205357847.18576"
"India","1973","Gross capital formation","17220994784.8646"
"India","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","13367902879.0917"
"India","1973","Changes in inventories","3853091905.64366"
"India","1973","Exports of goods and services","3656938647.45344"
"India","1973","Imports of goods and services","4116591215.49901"
"India","1973","Gross Domestic Product (GDP)","85545928183.3005"
"India","1972","Final consumption expenditure","64887140825.2027"
"India","1972","Household consumption expenditure (including Non-profit institutions serving households)","58053068865.1387"
"India","1972","General government final consumption expenditure","6834071960.06398"
"India","1972","Gross capital formation","13517316515.549"
"India","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","12216656915.4797"
"India","1972","Changes in inventories","1300659600.06931"
"India","1972","Exports of goods and services","2931022864.26724"
"India","1972","Imports of goods and services","2707429520.08731"
"India","1972","Gross Domestic Product (GDP)","71734706707.2838"
"India","1971","Final consumption expenditure","59910158554.0526"
"India","1971","Household consumption expenditure (including Non-profit institutions serving households)","53401570892.8245"
